0.111111	3.73796
0.222222	4.04612
0.333333	4.29958
0.444444	4.51505
0.555556	4.70187
0.666667	4.86593
0.777778	5.01123
0.888889	5.14066
1	5.35996
1.11111	5.4528
1.22222	5.53589
1.33333	5.61008
1.44444	5.67605
1.55556	5.73437
1.66667	5.78551
1.77778	5.82984
1.88889	5.86769
2	5.89931
2.11111	5.92492
2.22222	5.94467
2.33333	5.95869
2.44444	5.96707
2.66667	5.96707
2.77778	5.95869
2.88889	5.94467
3	5.92492
3.11111	5.89931
3.22222	5.86769
3.33333	5.82984
3.44444	5.78551
3.55556	5.73437
3.66667	5.67605
3.77778	5.61008
3.88889	5.53589
4	5.4528
4.11111	5.35996
4.22222	5.25635
4.33333	5.14066
4.44444	5.01123
4.55556	4.70187
4.66667	4.51505
4.77778	4.04612
4.88889	3.73796
