9	0		0		0		0		0		0		
9.02	0		0		0		0		0		0		
9.04	0		0		0		0		0		0		
9.06	0		0		0		0		0		0		
9.08	0		0		0		0		0		0		
9.1	0		0		0		0		0		0		
9.12	0		0		0		0		0		0		
9.14	0		0		0		0		0		0		
9.16	0		0		0		0		0		0		
9.18	0		0		0		0		0		0		
9.2	0		0		0		0		0		0		
9.22	0		0		0		0		0		0		
9.24	0		0		0		0		0		0		
9.26	0		0		0		0		0		0		
9.28	0		0		0		0		0		0		
9.3	0		0		0		0		0		0		
9.32	0		0		0		0		0		0		
9.34	0		0		0		0		0		0		
9.36	0		0		0		0		0		0		
9.38	0		0		0		0		0		0		
9.4	0		0		0		0		0		0		
9.42	0		0		0		0		0		0		
9.44	0		0		0		0		0		0		
9.46	0		0		0		0		0		0		
9.48	0		0		0		0		0		0		
9.5	0		0		0		0		0		0		
9.52	0		0		0		0		0		0		
9.54	0		0		0		0		0		0		
9.56	0		0		0		0		0		0		
9.58	0		0		0		0		0		0		
9.6	0		0		0		0		0		0		
9.62	0		0		0		0		0		0		
9.64	0		0		0		0		0		0		
9.66	0		0		0		0		0		0		
9.68	0		0		0		0		0		0		
9.7	0		0		0		0		0		0		
9.72	0		0		0		0		0		0		
9.74	0		0		0		0		0		0		
9.76	0		0		0		0		0		0		
9.78	0		0		0		0		0		0		
9.8	0		0		0		0		0		0		
9.82	0		0		0		0		0		0		
9.84	0		0		0		0		0		0		
9.86	0		0		0		0		0		0		
9.88	0		0		0		0		0		0		
9.9	0		0		0		0		0		0		
9.92	0		0		0		0		0		0		
9.94	0		0		0		0		0		0		
9.96	0		0		0		0		0		0		
9.98	0		0		0		0		0		0		
